,P11,P13,P21,P23,M1,M2
79,0.5500000000000002,0.3500000000000001,0.1,0.1,82022.34828058736,580.6250085936197
80,0.6000000000000002,0.3500000000000001,0.1,0.1,83530.68392504759,472.9226496119229
81,0.1,0.40000000000000013,0.1,0.1,2308.565706547889,71941.42862531028
82,0.15000000000000002,0.40000000000000013,0.1,0.1,4052.2064720010612,69165.32046219918
83,0.20000000000000004,0.40000000000000013,0.1,0.1,17218.00646285154,48886.21233151705
84,0.25000000000000006,0.40000000000000013,0.1,0.1,51799.00221333997,8338.281026069042
85,0.30000000000000004,0.40000000000000013,0.1,0.1,61427.40267473062,3864.50593389857
86,0.3500000000000001,0.40000000000000013,0.1,0.1,67352.5126168338,2320.7885668540684
87,0.40000000000000013,0.40000000000000013,0.1,0.1,71590.62948167404,1571.311853619186
88,0.45000000000000007,0.40000000000000013,0.1,0.1,74819.39709399035,1142.3849828024795
89,0.5000000000000001,0.40000000000000013,0.1,0.1,77374.77727640477,871.297381415098
90,0.5500000000000002,0.40000000000000013,0.1,0.1,79452.60310443849,687.9780067817135
91,0.1,0.45000000000000007,0.1,0.1,1988.8854077859085,72250.1562377483
92,0.15000000000000002,0.45000000000000007,0.1,0.1,3161.6977382685154,70262.59404756791
93,0.20000000000000004,0.45000000000000007,0.1,0.1,7888.8785433344465,62369.35260109954
94,0.25000000000000006,0.45000000000000007,0.1,0.1,44132.7852832548,12572.825467102975
95,0.30000000000000004,0.45000000000000007,0.1,0.1,56350.01121721175,5004.2806934274695
96,0.3500000000000001,0.45000000000000007,0.1,0.1,63198.328055686296,2862.549973168018
97,0.40000000000000013,0.45000000000000007,0.1,0.1,68012.66428042908,1892.1931548511795
98,0.45000000000000007,0.45000000000000007,0.1,0.1,71660.75895814944,1356.2111498853535
99,0.5000000000000001,0.45000000000000007,0.1,0.1,74541.80303936685,1024.7072878215456
100,0.1,0.5000000000000001,0.1,0.1,1746.9296297877436,72483.87470948735
101,0.15000000000000002,0.5000000000000001,0.1,0.1,2591.5887872749577,70966.05806836412
102,0.20000000000000004,0.5000000000000001,0.1,0.1,5076.008810929556,66545.21228191057
103,0.25000000000000006,0.5000000000000001,0.1,0.1,33760.20552031652,21756.086735357723
104,0.30000000000000004,0.5000000000000001,0.1,0.1,51082.677984513364,6568.096233940443
105,0.3500000000000001,0.5000000000000001,0.1,0.1,59002.521657195284,3524.062003222301
106,0.40000000000000013,0.5000000000000001,0.1,0.1,64421.38851475583,2263.2996198683045
107,0.45000000000000007,0.5000000000000001,0.1,0.1,68496.96267401939,1595.8801802390626
108,0.1,0.5500000000000002,0.1,0.1,1557.4352449876108,72666.956732958
109,0.15000000000000002,0.5500000000000002,0.1,0.1,2195.5103181800237,71455.19057724728
110,0.20000000000000004,0.5500000000000002,0.1,0.1,3744.4627438772322,68535.51149058802
111,0.25000000000000006,0.5500000000000002,0.1,0.1,14904.643622205755,48446.72898317004
112,0.30000000000000004,0.5500000000000002,0.1,0.1,45470.01677326879,8865.203302489195
113,0.3500000000000001,0.5500000000000002,0.1,0.1,54745.00660880948,4352.0284565832735
114,0.40000000000000013,0.5500000000000002,0.1,0.1,60811.969831007584,2698.055693042449
115,0.1,0.6000000000000002,0.1,0.1,1405.01708939203,72814.22672021773
116,0.15000000000000002,0.6000000000000002,0.1,0.1,1904.3709042936584,71814.96983330429
117,0.20000000000000004,0.6000000000000002,0.1,0.1,2967.422872514202,69700.66434973435
118,0.25000000000000006,0.6000000000000002,0.1,0.1,7035.771506495851,61771.512012331725
119,0.30000000000000004,0.6000000000000002,0.1,0.1,39134.7280472038,12635.389569544148
120,0.3500000000000001,0.6000000000000002,0.1,0.1,50392.41405447264,5421.601141516292
121,0.1,0.6500000000000001,0.1,0.1,1279.7633513419971,72935.27602174977
122,0.15000000000000002,0.6500000000000001,0.1,0.1,1681.3690074387905,72090.68240420934
123,0.20000000000000004,0.6500000000000001,0.1,0.1,2457.9237707892858,70465.99439397603
124,0.25000000000000006,0.6500000000000001,0.1,0.1,4660.384970675307,65918.59837953208
125,0.30000000000000004,0.6500000000000001,0.1,0.1,30793.71048273798,20394.19459588933
126,0.1,0.7000000000000002,0.1,0.1,1175.0123294739403,73036.48795465406
127,0.15000000000000002,0.7000000000000002,0.1,0.1,1505.1089312878137,72308.63467683816
128,0.20000000000000004,0.7000000000000002,0.1,0.1,2097.939752240837,71007.39896395632
129,0.25000000000000006,0.7000000000000002,0.1,0.1,3499.4660428131283,67961.32964454319
130,0.1,0.7500000000000002,0.1,0.1,1086.1055313002294,73122.43510184855
131,0.15000000000000002,0.7500000000000002,0.1,0.1,1362.2813487753172,72485.3359406198
132,0.20000000000000004,0.7500000000000002,0.1,0.1,1830.0250197566393,71410.70359793128
133,0.1,0.8000000000000002,0.1,0.1,1009.7056083967552,73196.28203478867
134,0.15000000000000002,0.8000000000000002,0.1,0.1,1244.204305217928,72631.46291336505
135,0.1,0.8500000000000002,0.1,0.1,943.3470392217101,73260.41419582229
136,0.1,0.1,0.15000000000000002,0.1,3788.7636746942176,79158.33469388884
137,0.15000000000000002,0.1,0.15000000000000002,0.1,41587.17514109795,41587.17514109795
138,0.20000000000000004,0.1,0.15000000000000002,0.1,83855.31150687009,3034.1645298582866
139,0.25000000000000006,0.1,0.15000000000000002,0.1,88073.22614689101,1282.4576691237485
140,0.30000000000000004,0.1,0.15000000000000002,0.1,90309.8280936895,733.348739903937
141,0.3500000000000001,0.1,0.15000000000000002,0.1,91788.93724428894,480.5295333552825
142,0.40000000000000013,0.1,0.15000000000000002,0.1,92859.6199569776,341.04071274242807
143,0.45000000000000007,0.1,0.15000000000000002,0.1,93676.43021049208,255.32086628012468
144,0.5000000000000001,0.1,0.15000000000000002,0.1,94322.34061631616,198.6078109963891
145,0.5500000000000002,0.1,0.15000000000000002,0.1,94846.82443760398,159.06453002376065
146,0.6000000000000002,0.1,0.15000000000000002,0.1,95281.6633723537,130.32528088289365
147,0.6500000000000001,0.1,0.15000000000000002,0.1,95648.2379352222,108.78435049728489
148,0.7000000000000002,0.1,0.15000000000000002,0.1,95961.5897074908,92.20853513481471
149,0.7500000000000002,0.1,0.15000000000000002,0.1,96232.61234281113,79.16558663601788
150,0.8000000000000002,0.1,0.15000000000000002,0.1,96469.3805601651,68.72011457490791
151,0.8500000000000002,0.1,0.15000000000000002,0.1,96678.03726939214,60.21889644544853
152,0.1,0.15000000000000002,0.15000000000000002,0.1,2774.6324351340213,79954.69110075958
153,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.1,9051.219301850384,73218.2307613622
154,0.20000000000000004,0.15000000000000002,0.15000000000000002,0.1,74125.05480147872,6651.233678024302
155,0.25000000000000006,0.15000000000000002,0.15000000000000002,0.1,81892.53827113165,2269.6643894618733
156,0.30000000000000004,0.15000000000000002,0.15000000000000002,0.1,85405.13508460426,1219.2216059630225
157,0.3500000000000001,0.15000000000000002,0.15000000000000002,0.1,87661.52720682626,775.8210921852775
158,0.40000000000000013,0.15000000000000002,0.15000000000000002,0.1,89279.99774702611,541.4841864861125
159,0.45000000000000007,0.15000000000000002,0.15000000000000002,0.1,90510.18753291422,401.03765678259447
160,0.5000000000000001,0.15000000000000002,0.15000000000000002,0.1,91481.29734817214,309.627938114497
161,0.5500000000000002,0.15000000000000002,0.15000000000000002,0.1,92269.095309787,246.64571761829487
162,0.6000000000000002,0.15000000000000002,0.15000000000000002,0.1,92921.91504944579,201.2495698082468
163,0.6500000000000001,0.15000000000000002,0.15000000000000002,0.1,93472.06791146538,167.4530705768006
164,0.7000000000000002,0.15000000000000002,0.15000000000000002,0.1,93942.2803781809,141.55310347282227
165,0.7500000000000002,0.15000000000000002,0.15000000000000002,0.1,94348.90651291393,121.2712197084812
166,0.8000000000000002,0.15000000000000002,0.15000000000000002,0.1,94704.1109903161,105.08175527179078
167,0.1,0.20000000000000004,0.15000000000000002,0.1,2189.382341619794,80414.21722582323
168,0.15000000000000002,0.20000000000000004,0.15000000000000002,0.1,4856.873003910473,77345.59857654174
169,0.20000000000000004,0.20000000000000004,0.15000000000000002,0.1,59186.92897064586,16715.178880124848
170,0.25000000000000006,0.20000000000000004,0.15000000000000002,0.1,75414.19408165109,3707.129667182001
171,0.30000000000000004,0.20000000000000004,0.15000000000000002,0.1,80435.19878913989,1827.3648791333603
172,0.3500000000000001,0.20000000000000004,0.15000000000000002,0.1,83512.40063773912,1121.62783712925
173,0.40000000000000013,0.20000000000000004,0.15000000000000002,0.1,85691.52714490677,767.6293554908312
174,0.45000000000000007,0.20000000000000004,0.15000000000000002,0.1,87339.88191131149,561.6116813296292
175,0.5000000000000001,0.20000000000000004,0.15000000000000002,0.1,88638.22208846746,430.03571091891956
176,0.5500000000000002,0.20000000000000004,0.15000000000000002,0.1,89690.36731790335,340.47732847368275
177,0.6000000000000002,0.20000000000000004,0.15000000000000002,0.1,90561.6162650018,276.6063464329207
178,0.6500000000000001,0.20000000000000004,0.15000000000000002,0.1,91295.64685645103,229.32824730791427
179,0.7000000000000002,0.20000000000000004,0.15000000000000002,0.1,91922.83966383681,193.33020730149485
180,0.7500000000000002,0.20000000000000004,0.15000000000000002,0.1,92465.1554881891,165.25026686503875
181,0.1,0.25000000000000006,0.15000000000000002,0.1,1808.2406789156032,80713.4392749926
182,0.15000000000000002,0.25000000000000006,0.15000000000000002,0.1,3313.5526450271427,78865.94186526131
183,0.20000000000000004,0.25000000000000006,0.15000000000000002,0.1,18996.44974372144,59744.87758675136
184,0.25000000000000006,0.25000000000000006,0.15000000000000002,0.1,68338.96055242018,6018.642415963026
185,0.30000000000000004,0.25000000000000006,0.15000000000000002,0.1,75365.20021916856,2614.7605847874675
186,0.3500000000000001,0.25000000000000006,0.15000000000000002,0.1,79333.4650574012,1533.381867793832
187,0.40000000000000013,0.25000000000000006,0.15000000000000002,0.1,82091.57226685868,1025.3218990792175
188,0.45000000000000007,0.25000000000000006,0.15000000000000002,0.1,84164.49436187676,739.7100108915279
189,0.5000000000000001,0.25000000000000006,0.15000000000000002,0.1,85792.69685323299,561.1910483016127
190,0.5500000000000002,0.25000000000000006,0.15000000000000002,0.1,87110.35141042911,441.4233943561619
191,0.6000000000000002,0.25000000000000006,0.15000000000000002,0.1,88200.68302696719,356.85680555347244
192,0.6500000000000001,0.25000000000000006,0.15000000000000002,0.1,89118.89171887131,294.74720624193134
193,0.7000000000000002,0.25000000000000006,0.15000000000000002,0.1,89903.25203863373,247.73604772241174
194,0.1,0.30000000000000004,0.15000000000000002,0.1,1540.1731600041953,80923.91077020178
195,0.15000000000000002,0.30000000000000004,0.15000000000000002,0.1,2513.721476080199,79654.19145536414
196,0.20000000000000004,0.30000000000000004,0.15000000000000002,0.1,6855.6160940330565,74007.32393772464
197,0.25000000000000006,0.30000000000000004,0.15000000000000002,0.1,59800.914131494435,10421.733360989081
198,0.30000000000000004,0.30000000000000004,0.15000000000000002,0.1,70133.2965803683,3680.7095899798
199,0.3500000000000001,0.30000000000000004,0.15000000000000002,0.1,75112.40594367987,2033.7803893793157
200,0.40000000000000013,0.30000000000000004,0.15000000000000002,0.1,78476.41421361954,1322.4368815097553
201,0.45000000000000007,0.30000000000000004,0.15000000000000002,0.1,80982.60133751278,938.7793579162179
202,0.5000000000000001,0.30000000000000004,0.15000000000000002,0.1,82944.09097749008,704.8387760824999
203,0.5500000000000002,0.30000000000000004,0.15000000000000002,0.1,84528.78332589038,550.4186675755075
204,0.6000000000000002,0.30000000000000004,0.15000000000000002,0.1,85838.94677269328,442.59583456910434
205,0.6500000000000001,0.30000000000000004,0.15000000000000002,0.1,86941.72200626585,364.07676141283844
206,0.1,0.3500000000000001,0.15000000000000002,0.1,1341.3550120022276,81080.01808730669
207,0.15000000000000002,0.3500000000000001,0.15000000000000002,0.1,2024.7374500938201,80136.18357435796
208,0.20000000000000004,0.3500000000000001,0.15000000000000002,0.1,4138.132951567956,77223.29788083774
209,0.25000000000000006,0.3500000000000001,0.15000000000000002,0.1,45691.80264234139,22697.159056039316
210,0.30000000000000004,0.3500000000000001,0.15000000000000002,0.1,64619.507145849326,5215.236253892197
211,0.3500000000000001,0.3500000000000001,0.15000000000000002,0.1,70830.25348945259,2657.1245608789304
212,0.40000000000000013,0.3500000000000001,0.15000000000000002,0.1,74840.97665989958,1669.5583517405748
213,0.45000000000000007,0.3500000000000001,0.15000000000000002,0.1,77792.38997820654,1163.157117898216
214,0.5000000000000001,0.3500000000000001,0.15000000000000002,0.1,80091.64693630212,863.0738766874081
215,0.5500000000000002,0.3500000000000001,0.15000000000000002,0.1,81945.34354812572,668.5634771817197
216,0.6000000000000002,0.3500000000000001,0.15000000000000002,0.1,83476.25564499001,534.4642042536151
217,0.1,0.40000000000000013,0.15000000000000002,0.1,1188.0310415706751,81200.37775885985
218,0.15000000000000002,0.40000000000000013,0.15000000000000002,0.1,1694.8938743583094,80461.3955569931
219,0.20000000000000004,0.40000000000000013,0.15000000000000002,0.1,2961.4036611459405,78617.96895837158
220,0.25000000000000006,0.40000000000000013,0.15000000000000002,0.1,12469.22845774486,64923.10085566477
221,0.30000000000000004,0.40000000000000013,0.15000000000000002,0.1,58554.600544537934,7639.835841597656
222,0.3500000000000001,0.40000000000000013,0.15000000000000002,0.1,66456.09371270738,3458.2066568514583
223,0.40000000000000013,0.40000000000000013,0.15000000000000002,0.1,71177.97709370492,2081.460327177683
224,0.45000000000000007,0.40000000000000013,0.15000000000000002,0.1,74591.48679052957,1418.4113663208245
225,0.5000000000000001,0.40000000000000013,0.15000000000000002,0.1,77234.39691368962,1038.4841882560763
226,0.5500000000000002,0.40000000000000013,0.15000000000000002,0.1,79359.56300130443,797.243659479444
227,0.1,0.45000000000000007,0.15000000000000002,0.1,1066.1723372917704,81296.03821224289
228,0.15000000000000002,0.45000000000000007,0.15000000000000002,0.1,1457.4307548629963,80695.5467088124
229,0.20000000000000004,0.45000000000000007,0.15000000000000002,0.1,2305.393466519585,79395.98279634517
230,0.25000000000000006,0.45000000000000007,0.15000000000000002,0.1,5600.995755148146,74370.10916518947
231,0.30000000000000004,0.45000000000000007,0.15000000000000002,0.1,51171.96619172058,12146.751338212893
232,0.3500000000000001,0.45000000000000007,0.15000000000000002,0.1,61935.86299718171,4531.050564331168
233,0.40000000000000013,0.45000000000000007,0.15000000000000002,0.1,67476.51674121739,2579.588352240961
234,0.45000000000000007,0.45000000000000007,0.15000000000000002,0.1,71376.56397016477,1711.9942331541642
235,0.5000000000000001,0.45000000000000007,0.15000000000000002,0.1,74371.13873383882,1234.2546975181363
236,0.1,0.5000000000000001,0.15000000000000002,0.1,966.9853402465858,81373.93117115079
237,0.15000000000000002,0.5000000000000001,0.15000000000000002,0.1,1278.3217868709348,80872.1562055015
238,0.20000000000000004,0.5000000000000001,0.15000000000000002,0.1,1887.2063132901267,79892.13459483617
239,0.25000000000000006,0.5000000000000001,0.15000000000000002,0.1,3628.9220958013766,77098.29582215972
240,0.30000000000000004,0.5000000000000001,0.15000000000000002,0.1,38655.18379853368,24676.326163330275
241,0.3500000000000001,0.5000000000000001,0.15000000000000002,0.1,57166.77013830753,6052.076189705228
242,0.40000000000000013,0.5000000000000001,0.15000000000000002,0.1,63719.98706308541,3195.9970633143253
243,0.45000000000000007,0.5000000000000001,0.15000000000000002,0.1,68143.12332044907,2053.8345889970265
244,0.1,0.5500000000000002,0.15000000000000002,0.1,884.6988892293075,81438.50723293769
245,0.15000000000000002,0.5500000000000002,0.15000000000000002,0.1,1138.398853267928,81010.1600730232
246,0.20000000000000004,0.5500000000000002,0.15000000000000002,0.1,1597.3883288897348,80236.08399249491
247,0.25000000000000006,0.5500000000000002,0.15000000000000002,0.1,2686.973239794729,78403.42314843604
248,0.30000000000000004,0.5500000000000002,0.15000000000000002,0.1,9334.163468311714,67369.82688354663
249,0.3500000000000001,0.5500000000000002,0.15000000000000002,0.1,51923.60852040849,8403.446069747102
250,0.40000000000000013,0.5500000000000002,0.15000000000000002,0.1,59881.88135229636,3980.970091420765
251,0.1,0.6000000000000002,0.15000000000000002,0.1,815.3109382409286,81493.02134844568
252,0.15000000000000002,0.6000000000000002,0.15000000000000002,0.1,1026.090799214998,81120.90538131807
253,0.20000000000000004,0.6000000000000002,0.15000000000000002,0.1,1384.731417749141,80488.47926457666
254,0.25000000000000006,0.6000000000000002,0.15000000000000002,0.1,2134.029259716505,79170.14669485633
255,0.30000000000000004,0.6000000000000002,0.15000000000000002,0.1,4768.832918859835,74565.33519029831
256,0.3500000000000001,0.6000000000000002,0.15000000000000002,0.1,45581.670247136804,12638.051432748307
257,0.1,0.6500000000000001,0.15000000000000002,0.1,756.0290415151806,81539.52974907937
258,0.15000000000000002,0.6500000000000001,0.15000000000000002,0.1,933.9531596378324,81211.74884756573
259,0.20000000000000004,0.6500000000000001,0.15000000000000002,0.1,1222.019771591325,80681.65468218323
260,0.25000000000000006,0.6500000000000001,0.15000000000000002,0.1,1770.1210552778527,79674.94275295924
261,0.30000000000000004,0.6500000000000001,0.15000000000000002,0.1,3244.5931808232945,76979.22162434566
262,0.1,0.7000000000000002,0.15000000000000002,0.1,704.7815052188126,81579.76212480509
263,0.15000000000000002,0.7000000000000002,0.15000000000000002,0.1,856.9878015319604,81287.6848311326
264,0.20000000000000004,0.7000000000000002,0.15000000000000002,0.1,1093.5246394035903,80834.2187207491
265,0.25000000000000006,0.7000000000000002,0.15000000000000002,0.1,1512.33559299507,80032.67061220467
266,0.1,0.7500000000000002,0.15000000000000002,0.1,660.0431109814733,81614.87216372533
267,0.15000000000000002,0.7500000000000002,0.15000000000000002,0.1,791.7465843152144,81352.02774016821
268,0.20000000000000004,0.7500000000000002,0.15000000000000002,0.1,989.4859762100772,80957.73021620969
269,0.1,0.8000000000000002,0.15000000000000002,0.1,620.6428658820035,81645.83187119456
270,0.15000000000000002,0.8000000000000002,0.15000000000000002,0.1,735.738831693606,81407.24155535077
271,0.1,0.8500000000000002,0.15000000000000002,0.1,585.6864502138271,81673.24877439415
272,0.1,0.1,0.20000000000000004,0.1,1545.4905147596305,85342.00327693377
273,0.15000000000000002,0.1,0.20000000000000004,0.1,3034.1645298582876,83855.31150687013
274,0.20000000000000004,0.1,0.20000000000000004,0.1,43496.85422070716,43496.85422070716
275,0.25000000000000006,0.1,0.20000000000000004,0.1,86829.2159258038,2527.3124184440667
276,0.30000000000000004,0.1,0.20000000000000004,0.1,89947.64718254341,1095.6674135923754
277,0.3500000000000001,0.1,0.20000000000000004,0.1,91629.80991640555,639.6924418149579
278,0.40000000000000013,0.1,0.20000000000000004,0.1,92774.67590767019,425.99534216627575
279,0.45000000000000007,0.1,0.20000000000000004,0.1,93625.5175977917,306.2390057443881
280,0.5000000000000001,0.1,0.20000000000000004,0.1,94289.28518329038,231.66454849674557
281,0.5500000000000002,0.1,0.20000000000000004,0.1,94824.13234326597,181.7576908592652
282,0.6000000000000002,0.1,0.20000000000000004,0.1,95265.36702001722,146.62101992965418
283,0.6500000000000001,0.1,0.20000000000000004,0.1,95636.15657159357,120.86577771234403
284,0.7000000000000002,0.1,0.20000000000000004,0.1,95952.37745273524,101.42106724980295
285,0.7500000000000002,0.1,0.20000000000000004,0.1,96225.41559398487,86.36225070554761
286,0.8000000000000002,0.1,0.20000000000000004,0.1,96463.65594399378,74.44475996836024
287,0.8500000000000002,0.1,0.20000000000000004,0.1,96673.40365263926,64.85240184869664
288,0.1,0.15000000000000002,0.20000000000000004,0.1,1303.1645719354133,85503.86173367502
289,0.15000000000000002,0.15000000000000002,0.20000000000000004,0.1,2223.0662454678186,84528.67193951635
290,0.20000000000000004,0.15000000000000002,0.20000000000000004,0.1,7510.426190748263,78925.12369455936
291,0.25000000000000006,0.15000000000000002,0.20000000000000004,0.1,78738.25650860553,5594.909425785487
292,0.30000000000000004,0.15000000000000002,0.20000000000000004,0.1,84712.96223086135,1942.9783039298081
293,0.3500000000000001,0.15000000000000002,0.20000000000000004,0.1,87384.29331758703,1064.0015273877402
294,0.40000000000000013,0.15000000000000002,0.20000000000000004,0.1,89138.6952304207,687.7081975442193
295,0.45000000000000007,0.15000000000000002,0.20000000000000004,0.1,90427.76149428861,486.03517409018855
296,0.5000000000000001,0.15000000000000002,0.20000000000000004,0.1,91428.73334607326,363.67358051344655
297,0.5500000000000002,0.15000000000000002,0.20000000000000004,0.1,92233.4911661386,283.1695515673666
298,0.6000000000000002,0.15000000000000002,0.20000000000000004,0.1,92896.57611137003,227.18840347268053
299,0.6500000000000001,0.15000000000000002,0.20000000000000004,0.1,93453.42760908205,186.50409150680426
300,0.7000000000000002,0.15000000000000002,0.20000000000000004,0.1,93928.12057040111,156.00242323639466
301,0.7500000000000002,0.15000000000000002,0.20000000000000004,0.1,94337.9104360181,132.47807710868133
302,0.8000000000000002,0.15000000000000002,0.20000000000000004,0.1,94695.39579679599,113.95409383375409
303,0.1,0.20000000000000004,0.20000000000000004,0.1,1126.5602406667356,85621.85413503884
304,0.15000000000000002,0.20000000000000004,0.20000000000000004,0.1,1754.4125768469992,84917.72673779933
